path	loc	imports_in	imports_out	status	has_test	last_sha
src/skills/loader.ts	713	4	6	WIRED	N	993d661
src/skills/self-crystallization.ts	172	2	5	WIRED	Y	1faf826
src/skills/skill-compositor.ts	192	0	0	ORPHAN	Y	23419ec
src/skills/skill-merger.ts	443	1	4	WIRED	N	1c20eb5
src/skills/skill-optimizer.ts	198	0	1	ORPHAN	Y	8ff5197
src/skills/skill-standard.ts	217	3	0	WIRED	Y	1faf826
src/telemetry/audit-trail.ts	211	2	5	WIRED	N	79ff6f0
src/telemetry/benchmarks.ts	235	2	0	WIRED	N	993d661
src/telemetry/cost-oracle.ts	250	2	1	WIRED	N	993d661
src/telemetry/cost-tracker.ts	460	3	4	WIRED	N	41be4de
src/telemetry/daily-cost-store.ts	152	1	3	WIRED	N	993d661
src/telemetry/observability-export.ts	390	1	3	WIRED	N	993d661
src/telemetry/opt-out.ts	67	1	3	WIRED	N	993d661
src/telemetry/session-analytics.ts	222	1	0	WIRED	N	993d661
src/telemetry/session-replay.ts	229	3	3	WIRED	N	993d661
src/telemetry/token-estimator.ts	158	0	0	ORPHAN	Y	2d4663c
src/testing/prompt-regression.ts	254	1	0	WIRED	N	993d661
src/testing/screen-aware.ts	196	1	2	WIRED	N	1a170d4
src/testing/visual-diff-theater.ts	358	1	1	WIRED	Y	993d661
src/testing/visual-verifier.ts	253	2	4	WIRED	N	993d661
src/tools/encoding-detector.ts	154	1	0	WIRED	N	993d661
src/tools/hash-anchored-edit.ts	174	1	2	WIRED	N	993d661
src/tools/hashline-edit.ts	200	2	2	WIRED	N	993d661
src/tools/image-gen-router.ts	315	2	0	WIRED	N	993d661
src/tools/monitor.ts	240	0	1	ORPHAN	N	aa09786
src/tools/pdf-processor.ts	269	0	2	ORPHAN	N	993d661
src/tools/post-callback.ts	192	0	1	ORPHAN	N	993d661
src/tools/task-tool.ts	366	0	3	ORPHAN	Y	993d661
src/tools/tool-timing.ts	126	0	0	ORPHAN	N	993d661
src/tools/web-fetch.ts	601	2	3	WIRED	Y	b9763f8
src/training/autoresearch.ts	452	3	2	WIRED	Y	e14a2c8
src/training/llm-modification-generator.ts	250	1	3	WIRED	Y	e14a2c8
src/training/pipeline.ts	379	3	3	WIRED	Y	993d661
src/training/rl-environment.ts	376	1	1	WIRED	Y	993d661
src/training/session-extractor.ts	235	2	4	WIRED	Y	cb3d661
src/training/trajectory-extractor.ts	284	1	3	WIRED	N	993d661
src/ui/agent-fleet-dashboard.ts	190	1	0	WIRED	N	993d661
src/ui/bootstrap.ts	73	2	5	WIRED	N	ad37d2c
src/ui/canvas.ts	270	2	2	WIRED	N	993d661
src/ui/context-meter.ts	159	0	0	ORPHAN	Y	79f4d9e
src/ui/context-references.ts	660	0	3	ORPHAN	N	cb3d661
src/ui/diff-engine.ts	417	1	2	WIRED	N	cb3d661
src/ui/helpers.ts	141	0	7	ORPHAN	N	993d661
src/ui/keybindings.ts	79	0	0	ORPHAN	N	993d661
src/ui/raven/raven-state.ts	229	0	0	ORPHAN	N	1ab289d
src/ui/themes.ts	234	0	2	ORPHAN	N	993d661
src/ui/voice-controller.ts	101	0	1	ORPHAN	N	993d661
src/utils/atomic-io.ts	283	4	2	WIRED	N	993d661
src/utils/logger.ts	98	0	2	ORPHAN	N	993d661
src/utils/platform.ts	83	0	2	ORPHAN	N	993d661
src/utils/shadow-git.ts	169	6	4	WIRED	N	11a26e0
src/utils/sidecar-downloader.ts	212	1	8	WIRED	N	81700d2
src/utils/stub-detection.ts	33	3	0	WIRED	N	993d661
src/utils/vision-ocr.ts	174	1	4	WIRED	N	ffacdd7
src/utils/wasm-bypass.ts	73	1	1	WIRED	N	993d661
src/vendor-types.d.ts	32	0	0	ENTRY	N	993d661
src/verification/pre-commit.ts	106	2	4	WIRED	N	993d661
src/voice/edge-tts-backend.ts	168	1	5	WIRED	N	993d661
src/voice/stt-detector.ts	685	2	4	WIRED	N	0ba8cea
src/voice/tts-engine.ts	780	2	5	WIRED	N	0ba8cea
src/voice/vibevoice-backend.ts	457	2	5	WIRED	Y	993d661
src/voice/voice-mode.ts	705	2	4	WIRED	N	a687abd
src/voice/voice-pipeline.ts	641	3	18	WIRED	N	cb3d661
src/workflows/workflow-runner.ts	447	0	1	ORPHAN	Y	1386c5d
src/ws-shim.d.ts	15	0	1	ENTRY	N	993d661
